Azone,Bzone,PECASName,ALDRegion,State,COUNTY,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,GridAcres,HourPark,DayPark,LUIntensityCode,MPOcalibrationzones,MPOmodeledzones,ACT,AggACT
2673,2672,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,8992.82,0,0,VeryLow,NonMPO,NonMPO,5,SW
2674,2672,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,5396.5,0,0,VeryLow,NonMPO,NonMPO,5,SW
2675,2672,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,4013.43,0,0,VeryLow,NonMPO,NonMPO,5,SW
2676,2671,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,25064.82,0,0,VeryLow,NonMPO,NonMPO,5,SW
2677,2671,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,10495.21,0,0,VeryLow,NonMPO,NonMPO,5,SW
2678,2678,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,15486.34,0,0,VeryLow,NonMPO,NonMPO,5,SW
2679,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,158.31,0,0,High,NonMPO,NonMPO,5,SW
2680,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,379.49,0,0,Low,NonMPO,NonMPO,5,SW
2681,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,193.54,0,0,Medium,NonMPO,NonMPO,5,SW
2682,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,582.17,0,0,Medium,NonMPO,NonMPO,5,SW
2683,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,1579.06,0,0,VeryLow,NonMPO,NonMPO,5,SW
2684,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,713.94,0,0,Low,NonMPO,NonMPO,5,SW
2685,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,403.57,0,0,Medium,NonMPO,NonMPO,5,SW
2686,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,144.71,0,0,Medium,NonMPO,NonMPO,5,SW
2687,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,101.45,0,0,High,NonMPO,NonMPO,5,SW
2688,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,484.73,0,0,VeryLow,NonMPO,NonMPO,5,SW
2689,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,155.85,0,0,Medium,NonMPO,NonMPO,5,SW
2690,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,388.86,0,0,Medium,NonMPO,NonMPO,5,SW
2691,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,257.97,0,0,Low,NonMPO,NonMPO,5,SW
2692,2692,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,291.87,0,0,VeryLow,NonMPO,NonMPO,5,SW
2693,2683,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,464.44,0,0,Low,NonMPO,NonMPO,5,SW
2694,2672,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,5059.63,0,0,VeryLow,NonMPO,NonMPO,5,SW
2695,2672,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,4376.98,0,0,VeryLow,NonMPO,NonMPO,5,SW
2696,2696,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,10572.49,0,0,VeryLow,NonMPO,NonMPO,5,SW
2697,2696,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,4159.92,0,0,VeryLow,NonMPO,NonMPO,5,SW
2698,2696,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,4521.35,0,0,VeryLow,NonMPO,NonMPO,5,SW
2699,2699,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,3365.71,0,0,VeryLow,NonMPO,NonMPO,5,SW
2700,2692,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,725.32,0,0,VeryLow,NonMPO,NonMPO,5,SW
2701,2692,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,1000.24,0,0,VeryLow,NonMPO,NonMPO,5,SW
2702,2692,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,1488.98,0,0,VeryLow,NonMPO,NonMPO,5,SW
2703,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,385.07,0,0,Low,NonMPO,NonMPO,5,SW
2704,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,361.43,0,0,VeryLow,NonMPO,NonMPO,5,SW
2705,2679,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,416.06,0,0,Medium,NonMPO,NonMPO,5,SW
2706,2692,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,451.29,0,0,Low,NonMPO,NonMPO,5,SW
2707,2699,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,2883.43,0,0,VeryLow,NonMPO,NonMPO,5,SW
2708,2699,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,3948.99,0,0,VeryLow,NonMPO,NonMPO,5,SW
2709,2699,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,3500.38,0,0,VeryLow,NonMPO,NonMPO,5,SW
2710,2678,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,17397.16,0,0,VeryLow,NonMPO,NonMPO,5,SW
2711,2711,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,22626.14,0,0,VeryLow,NonMPO,NonMPO,5,SW
2712,2712,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,35548.36,0,0,VeryLow,NonMPO,NonMPO,5,SW
2713,1701,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,7924.19,0,0,VeryLow,NonMPO,NonMPO,5,SW
2714,2671,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,89604.14,0,0,VeryLow,NonMPO,NonMPO,5,SW
2715,2671,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,32988.93,0,0,VeryLow,NonMPO,NonMPO,5,SW
2716,2712,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,9449.04,0,0,VeryLow,NonMPO,NonMPO,5,SW
2717,2712,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,6076.33,0,0,VeryLow,NonMPO,NonMPO,5,SW
2718,2678,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,1234.8,0,0,VeryLow,NonMPO,NonMPO,5,SW
2719,2678,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,13906.87,0,0,VeryLow,NonMPO,NonMPO,5,SW
2720,2666,Other OR,Eugene,OR,Douglas,41,19,900,500,22.3,0,0,VeryLow,NonMPO,NonMPO,10,SW
2721,2721,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,39414.51,0,0,VeryLow,NonMPO,NonMPO,5,SW
2722,2722,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,137337.27,0,0,VeryLow,NonMPO,NonMPO,5,SW
2723,2722,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,138126.39,0,0,VeryLow,NonMPO,NonMPO,5,SW
2724,2724,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,99411.09,0,0,VeryLow,NonMPO,NonMPO,5,SW
2725,2721,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,33335.02,0,0,VeryLow,NonMPO,NonMPO,5,SW
2726,2726,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,65584.73,0,0,VeryLow,NonMPO,NonMPO,5,SW
2727,2724,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,85162.16,0,0,VeryLow,NonMPO,NonMPO,5,SW
2728,2726,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,38599.2,0,0,VeryLow,NonMPO,NonMPO,5,SW
2729,2711,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,23442.73,0,0,VeryLow,NonMPO,NonMPO,5,SW
2730,2726,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,2256.89,0,0,VeryLow,NonMPO,NonMPO,5,SW
2731,2733,Other OR,Eureka_Brookings,OR,Curry,41,15,800,500,17.84,0,0,VeryLow,NonMPO,NonMPO,5,SW
2732,2732,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,28102.67,0,0,VeryLow,NonMPO,NonMPO,5,SW
2733,2733,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,35024.61,0,0,VeryLow,NonMPO,NonMPO,5,SW
2734,2670,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,126303.93,0,0,VeryLow,NonMPO,NonMPO,5,SW
2735,2735,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,19167.58,0,0,VeryLow,NonMPO,NonMPO,5,SW
2736,2735,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,79185.65,0,0,VeryLow,NonMPO,NonMPO,5,SW
2737,2733,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,108326.74,0,0,VeryLow,NonMPO,NonMPO,5,SW
2738,2732,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,41691.88,0,0,VeryLow,NonMPO,NonMPO,5,SW
2739,2733,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,46858.96,0,0,VeryLow,NonMPO,NonMPO,5,SW
2740,2740,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,8027.41,0,0,VeryLow,NonMPO,NonMPO,5,SW
2741,2732,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,40342.87,0,0,VeryLow,NonMPO,NonMPO,5,SW
2742,2742,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,73296.18,0,0,VeryLow,NonMPO,NonMPO,5,SW
2743,2742,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,24016.93,0,0,VeryLow,NonMPO,NonMPO,5,SW
2744,2742,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,10988.75,0,0,VeryLow,NonMPO,NonMPO,5,SW
2745,2742,Other OR,Medford_GrantsPass,OR,Josephine,41,33,800,500,40138.52,0,0,VeryLow,NonMPO,NonMPO,5,SW
2746,1717,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2678.96,0,0,VeryLow,RogueValley,RogueValley,5,SW
2747,1717,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,5071.41,0,0,VeryLow,RogueValley,RogueValley,5,SW
2748,1717,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,13304.64,0,0,VeryLow,RogueValley,RogueValley,5,SW
2749,2712,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,7238.33,0,0,VeryLow,NonMPO,NonMPO,5,SW
2750,2712,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,12697.29,0,0,VeryLow,NonMPO,NonMPO,5,SW
2751,2678,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,18562.71,0,0,VeryLow,NonMPO,NonMPO,5,SW
2752,2735,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,31494.17,0,0,VeryLow,NonMPO,NonMPO,5,SW
2753,2735,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,40019.84,0,0,VeryLow,NonMPO,NonMPO,5,SW
2754,2735,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,42997.02,0,0,VeryLow,NonMPO,NonMPO,5,SW
2755,2735,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,80248.28,0,0,VeryLow,NonMPO,NonMPO,5,SW
2756,2756,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,5217.92,0,0,VeryLow,RogueValley,RogueValley,5,SW
2757,2727,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,204506.48,0,0,VeryLow,NonMPO,NonMPO,5,SW
2758,1724,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,4818.63,0,0,VeryLow,RogueValley,RogueValley,5,SW
2759,2759,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,72191,0,0,VeryLow,NonMPO,NonMPO,5,SW
2760,2759,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,76382.21,0,0,VeryLow,NonMPO,NonMPO,5,SW
2761,1726,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,2323.11,0,0,VeryLow,RogueValley,RogueValley,5,SW
2762,1732,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,557.42,0,0,VeryLow,RogueValley,RogueValley,5,SW
2763,1732,Medford,Medford_GrantsPass,OR,Jackson,41,29,900,900,747.84,0,0,VeryLow,RogueValley,RogueValley,5,SW
2764,2756,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,985.52,0,0,VeryLow,RogueValley,RogueValley,5,SW
2765,2756,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,933.12,0,0,Low,RogueValley,RogueValley,5,SW
2766,2756,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,145.38,0,0,Medium,RogueValley,RogueValley,5,SW
2767,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,204.46,0,0,Medium,RogueValley,RogueValley,5,SW
2768,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,162.1,0,0,Medium,RogueValley,RogueValley,5,SW
2769,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,116.61,0,0,Medium,RogueValley,RogueValley,5,SW
2770,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,81.61,0,0,High,RogueValley,RogueValley,5,SW
2771,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,79.38,0,0,Medium,RogueValley,RogueValley,5,SW
2772,2772,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,2422.33,0,0,VeryLow,RogueValley,RogueValley,5,SW
2773,2772,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,97.44,0,0,Low,RogueValley,RogueValley,5,SW
2774,2772,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,477.15,0,0,VeryLow,RogueValley,RogueValley,5,SW
2775,2772,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,823.64,0,0,VeryLow,RogueValley,RogueValley,5,SW
2776,2767,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,136.23,0,0,Low,RogueValley,RogueValley,5,SW
2777,2772,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,1290.09,0,0,VeryLow,RogueValley,RogueValley,5,SW
2778,2756,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,399.56,0,0,VeryLow,RogueValley,RogueValley,5,SW
2779,2779,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,54944.34,0,0,VeryLow,NonMPO,NonMPO,5,SW
2780,2779,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,91657.1,0,0,VeryLow,NonMPO,NonMPO,5,SW
2781,2779,Other OR,Medford_GrantsPass,OR,Jackson,41,29,900,900,15074.93,0,0,VeryLow,NonMPO,NonMPO,5,SW
2782,2782,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,65165.72,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2783,2783,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,77529.77,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2784,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,4422.35,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2785,2783,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,53658.7,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2786,2783,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,70340.87,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2787,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,1087.42,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2788,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,3394.92,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2789,2782,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,13080.33,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2790,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,1311.05,0,0,Low,NonMPO,NonMPO,2,EOR
2791,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,274.25,0,0,Low,NonMPO,NonMPO,2,EOR
2792,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,124.19,0,0,Medium,NonMPO,NonMPO,2,EOR
2793,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,636.8,0,0,Low,NonMPO,NonMPO,2,EOR
2794,2787,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,268.45,0,0,Medium,NonMPO,NonMPO,2,EOR
2795,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,13017.01,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2796,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,11568.67,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2797,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,1986.87,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2798,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,6642.82,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2799,2784,Other OR,TheDalles,OR,HoodRiver,41,27,200,200,16839.02,0,0,VeryLow,NonMPO,NonMPO,2,EOR
2800,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,2186.65,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2801,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,670.24,0,0,Low,NonMPO,NonMPO,6,EOR
2802,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,117.06,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2803,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,83.84,0,0,Low,NonMPO,NonMPO,6,EOR
2804,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,125.98,0,0,Low,NonMPO,NonMPO,6,EOR
2805,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,220.96,0,0,Medium,NonMPO,NonMPO,6,EOR
2806,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,101,0,0,Medium,NonMPO,NonMPO,6,EOR
2807,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,731.78,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2808,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,130.21,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2809,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,109.25,0,0,Medium,NonMPO,NonMPO,6,EOR
2810,2800,Other OR,TheDalles,OR,Wasco,41,65,200,200,82.94,0,0,Low,NonMPO,NonMPO,6,EOR
2811,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,581.5,0,0,Medium,NonMPO,NonMPO,6,EOR
2812,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,229.88,0,0,Low,NonMPO,NonMPO,6,EOR
2813,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,425.42,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2814,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,1087.86,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2815,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,288.97,0,0,Medium,NonMPO,NonMPO,6,EOR
2816,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,687.41,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2817,2817,Other OR,TheDalles,OR,Wasco,41,65,200,200,51928.14,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2818,2817,Other OR,TheDalles,OR,Wasco,41,65,200,200,27929.59,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2819,2817,Other OR,TheDalles,OR,Wasco,41,65,200,200,78453.97,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2820,2807,Other OR,TheDalles,OR,Wasco,41,65,200,200,1712.62,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2821,2821,Other OR,TheDalles,OR,Wasco,41,65,200,200,218055.71,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2822,2822,Other OR,TheDalles,OR,Wasco,41,65,200,200,402420.84,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2823,2823,Other OR,TheDalles,OR,Wasco,41,65,200,200,206370.94,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2824,2824,Other OR,TheDalles,OR,Wasco,41,65,200,200,537651.8,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2825,2825,Other OR,TheDalles,OR,Sherman,41,55,200,200,192964.54,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2826,2826,Other OR,TheDalles,OR,Sherman,41,55,200,200,338998.71,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2827,2827,Other OR,TheDalles,OR,Gilliam,41,21,200,100,277057.62,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2828,2828,Other OR,TheDalles,OR,Gilliam,41,21,200,100,505498.9,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2829,2829,Other OR,Bend,OR,Jefferson,41,31,200,200,480638.64,0,0,VeryLow,NonMPO,NonMPO,7,COR
2830,2830,Other OR,Bend,OR,Jefferson,41,31,200,200,91102.74,0,0,VeryLow,NonMPO,NonMPO,7,COR
2831,2831,Other OR,Bend,OR,Jefferson,41,31,200,200,3492.58,0,0,VeryLow,NonMPO,NonMPO,7,COR
2832,2831,Other OR,Bend,OR,Jefferson,41,31,200,200,3987.06,0,0,VeryLow,NonMPO,NonMPO,7,COR
2833,2831,Other OR,Bend,OR,Jefferson,41,31,200,200,2126.89,0,0,VeryLow,NonMPO,NonMPO,7,COR
2834,2831,Other OR,Bend,OR,Jefferson,41,31,200,200,492.98,0,0,Medium,NonMPO,NonMPO,7,COR
2835,2831,Other OR,Bend,OR,Jefferson,41,31,200,200,6903.78,0,0,VeryLow,NonMPO,NonMPO,7,COR
2836,2836,Other OR,Bend,OR,Jefferson,41,31,200,200,256145.25,0,0,VeryLow,NonMPO,NonMPO,7,COR
2837,2837,Other OR,Bend,OR,Jefferson,41,31,200,200,15034.08,0,0,VeryLow,NonMPO,NonMPO,7,COR
2838,2837,Other OR,Bend,OR,Jefferson,41,31,200,200,24319.82,0,0,VeryLow,NonMPO,NonMPO,7,COR
2839,2839,Other OR,Bend,OR,Jefferson,41,31,200,200,158904.16,0,0,VeryLow,NonMPO,NonMPO,7,COR
2840,2839,Other OR,Bend,OR,Jefferson,41,31,200,200,102696.59,0,0,VeryLow,NonMPO,NonMPO,7,COR
2841,2841,Other OR,Bend,OR,Wheeler,41,69,200,100,313250.57,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2842,2842,Other OR,Bend,OR,Wheeler,41,69,200,100,784220.13,0,0,VeryLow,NonMPO,NonMPO,6,EOR
2843,2843,Other OR,Bend,OR,Crook,41,13,200,200,28806.71,0,0,VeryLow,NonMPO,NonMPO,7,COR
2844,2843,Other OR,Bend,OR,Crook,41,13,200,200,31771.35,0,0,VeryLow,NonMPO,NonMPO,7,COR
2845,2843,Other OR,Bend,OR,Crook,41,13,200,200,32691.31,0,0,VeryLow,NonMPO,NonMPO,7,COR
2846,2846,Other OR,Bend,OR,Crook,41,13,200,200,326801.34,0,0,VeryLow,NonMPO,NonMPO,7,COR
2847,2847,Other OR,Bend,OR,Crook,41,13,200,200,3153.22,0,0,VeryLow,NonMPO,NonMPO,7,COR
2848,2848,Other OR,Bend,OR,Crook,41,13,200,200,283.39,0,0,VeryLow,NonMPO,NonMPO,7,COR
2849,2848,Other OR,Bend,OR,Crook,41,13,200,200,240.81,0,0,Medium,NonMPO,NonMPO,7,COR
2850,2846,Other OR,Bend,OR,Crook,41,13,200,200,90409.9,0,0,VeryLow,NonMPO,NonMPO,7,COR
2851,2847,Other OR,Bend,OR,Crook,41,13,200,200,4773.13,0,0,VeryLow,NonMPO,NonMPO,7,COR
2852,2847,Other OR,Bend,OR,Crook,41,13,200,200,587.52,0,0,Low,NonMPO,NonMPO,7,COR
2853,2848,Other OR,Bend,OR,Crook,41,13,200,200,10504.11,0,0,VeryLow,NonMPO,NonMPO,7,COR
2854,2847,Other OR,Bend,OR,Crook,41,13,200,200,192.42,0,0,Medium,NonMPO,NonMPO,7,COR
2855,2847,Other OR,Bend,OR,Crook,41,13,200,200,99.22,0,0,High,NonMPO,NonMPO,7,COR
2856,2848,Other OR,Bend,OR,Crook,41,13,200,200,10206.8,0,0,VeryLow,NonMPO,NonMPO,7,COR
2857,2857,Other OR,Bend,OR,Crook,41,13,200,200,65705.74,0,0,VeryLow,NonMPO,NonMPO,7,COR
2858,2857,Other OR,Bend,OR,Crook,41,13,200,200,536698.3,0,0,VeryLow,NonMPO,NonMPO,7,COR
2859,2859,Other OR,Bend,OR,Crook,41,13,200,200,768131.15,0,0,VeryLow,NonMPO,NonMPO,7,COR
2860,2860,Other OR,Bend,OR,Deschutes,41,17,400,200,84017.86,0,0,VeryLow,NonMPO,NonMPO,7,COR
2861,2861,Other OR,Bend,OR,Deschutes,41,17,400,200,15537.01,0,0,VeryLow,NonMPO,NonMPO,7,COR
2862,2861,Other OR,Bend,OR,Deschutes,41,17,400,200,9968.43,0,0,VeryLow,NonMPO,Bend,7,COR
2863,2863,Other OR,Bend,OR,Deschutes,41,17,400,200,9304.7,0,0,VeryLow,NonMPO,NonMPO,7,COR
2864,2863,Other OR,Bend,OR,Deschutes,41,17,400,200,7385.2,0,0,VeryLow,NonMPO,NonMPO,7,COR
2865,2863,Other OR,Bend,OR,Deschutes,41,17,400,200,10848.62,0,0,VeryLow,NonMPO,NonMPO,7,COR
2866,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,7706.39,0,0,VeryLow,NonMPO,NonMPO,7,COR
2867,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,1107.48,0,0,VeryLow,NonMPO,NonMPO,7,COR
2868,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,237.91,0,0,Medium,NonMPO,NonMPO,7,COR
2869,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,141.36,0,0,Medium,NonMPO,NonMPO,7,COR
2870,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,407.59,0,0,Medium,NonMPO,NonMPO,7,COR
2871,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,305.02,0,0,Medium,NonMPO,NonMPO,7,COR
2872,2872,Other OR,Bend,OR,Deschutes,41,17,400,200,490.08,0,0,Low,NonMPO,NonMPO,7,COR
2873,2872,Other OR,Bend,OR,Deschutes,41,17,400,200,259.54,0,0,VeryLow,NonMPO,NonMPO,7,COR
2874,2872,Other OR,Bend,OR,Deschutes,41,17,400,200,3002.49,0,0,VeryLow,NonMPO,NonMPO,7,COR
2875,2866,Other OR,Bend,OR,Deschutes,41,17,400,200,3166.15,0,0,VeryLow,NonMPO,NonMPO,7,COR
2876,2872,Other OR,Bend,OR,Deschutes,41,17,400,200,4585.77,0,0,VeryLow,NonMPO,NonMPO,7,COR
2877,2872,Other OR,Bend,OR,Deschutes,41,17,400,200,32449.02,0,0,VeryLow,NonMPO,NonMPO,7,COR
2878,2878,Other OR,Bend,OR,Deschutes,41,17,400,200,81550.17,0,0,VeryLow,NonMPO,NonMPO,7,COR
2879,2879,Other OR,Bend,OR,Deschutes,41,17,400,200,20295.4,0,0,VeryLow,NonMPO,NonMPO,7,COR
2880,2879,Other OR,Bend,OR,Deschutes,41,17,400,200,70971.68,0,0,VeryLow,NonMPO,NonMPO,7,COR
